order_id,product_id,customer_id,price,order_date,shipping_date,quantity,payment_method_id,country_id,discount_amount
7733360,381632,267762,29.31,2024-02-15,2024-02-21,1,5,4,6.27
6079073,363028,231477,75.39,2024-06-11,2024-06-12,1,1,4,3.59
3634341,176588,243440,36.62,2024-01-13,2024-01-19,2,4,3,9.08
5359538,328815,229669,19.75,2024-03-13,2024-03-18,1,5,3,6.2
3647216,924197,229669,51.68,2024-03-06,2024-03-13,1,1,6,5.53
7764712,363028,281455,45.4,2024-07-07,2024-07-10,1,2,1,0.51
1216670,363028,276387,50.53,2024-11-12,2024-11-19,1,4,6,5.26
3356180,492904,218635,28.21,2025-02-10,2025-02-16,2,1,3,9.52
1694678,924197,264237,46.87,2024-10-29,2024-11-01,1,3,7,4.14
4140077,924197,211861,74.37,2024-07-26,2024-07-27,1,2,7,5.83
6260528,360610,224261,51.49,2024-04-18,2024-04-21,1,5,4,6.94
8402811,307937,218734,54.41,2024-01-21,2024-01-25,1,1,4,8.57
9260744,492904,275455,30.02,2024-04-25,2024-04-27,1,5,6,2.2
8403950,924197,230485,74.1,2024-03-04,2024-03-08,1,2,7,2.45
7463379,313802,289374,40.25,2024-07-28,2024-07-29,1,4,3,8.87
9279232,176588,243336,37.61,2024-02-06,2024-02-12,1,2,7,9.54
4307363,938521,268691,62.04,2024-11-29,2024-12-05,2,5,6,3.68
3942760,176588,239374,28.25,2024-01-11,2024-01-14,2,3,3,3.88
9974193,938521,233246,59.96,2024-05-28,2024-06-02,1,4,2,3.4
3063928,562958,261167,23.5,2024-01-28,2024-02-04,2,4,6,0.17
1199220,360610,287645,70.21,2024-03-09,2024-03-11,2,4,2,8.41
5547119,674253,291476,55.83,2024-08-03,2024-08-08,1,3,3,2.3
5833723,360610,265542,50.89,2024-04-24,2024-04-25,1,3,2,7.71
9856875,176588,287713,32.94,2024-03-08,2024-03-15,2,4,6,1.37
6344993,363028,282546,53.98,2024-04-01,2024-04-07,1,1,3,7.97
4887338,176588,225423,33.3,2024-01-22,2024-01-25,1,2,5,5.33
1105088,512461,217041,20.89,2024-01-02,2024-01-09,1,3,5,9.0
9616063,674253,263073,28.93,2024-01-16,2024-01-22,1,4,1,0.57
2842251,547239,255144,16.98,2024-05-21,2024-05-26,2,3,1,7.71
3339482,512461,222006,25.94,2024-04-18,2024-04-23,1,4,7,7.77
6909816,360610,203346,57.88,2024-05-03,2024-05-05,1,3,7,4.18
2252282,938521,251548,65.16,2024-01-26,2024-01-28,2,2,2,0.38
7739194,381632,298879,17.82,2024-03-23,2024-03-26,3,3,4,1.81
6894937,562958,239200,28.59,2024-01-06,2024-01-13,1,4,1,7.17
3869789,176588,222554,23.91,2024-05-13,2024-05-15,2,3,2,9.47
3270429,512461,218665,21.45,2024-08-09,2024-08-14,1,2,7,2.31
3102379,140937,266531,64.91,2024-08-24,2024-08-31,1,3,7,1.46
5806943,313802,217004,30.29,2024-02-13,2024-02-18,1,3,2,5.34
7275704,307937,274566,57.76,2024-06-08,2024-06-09,1,1,1,1.82
8442095,547239,239359,26.33,2024-01-04,2024-01-09,1,1,7,6.27
5752800,547239,276067,28.22,2024-01-28,2024-01-31,1,3,2,0.31
5592894,938521,278012,42.89,2024-08-02,2024-08-06,1,1,6,0.59
2636815,938521,264544,50.67,2024-01-26,2024-01-27,1,4,4,8.05
1227302,313802,236316,21.88,2024-01-05,2024-01-06,1,5,7,0.19
1716289,674253,273096,30.49,2024-05-07,2024-05-10,1,1,2,7.13
9461727,328815,287179,16.77,2024-08-10,2024-08-17,1,5,4,9.83
6572413,674253,233019,56.5,2024-02-28,2024-03-06,1,3,1,6.88
1622702,547239,256001,18.31,2024-03-07,2024-03-10,2,5,7,9.05
8559590,328815,254219,26.2,2024-01-11,2024-01-13,1,2,5,1.41
8843504,307937,293587,62.23,2024-07-10,2024-07-11,1,4,1,9.66
7216132,547239,294217,33.77,2024-01-08,2024-01-10,1,1,6,6.23
3427037,512461,258386,23.96,2024-03-12,2024-03-17,2,1,6,6.02
7143584,381632,225225,16.48,2024-05-18,2024-05-19,2,2,7,0.93
7652830,140937,243493,78.5,2024-01-09,2024-01-10,2,4,1,9.61
7140083,307937,240651,65.57,2024-01-25,2024-01-31,1,3,4,4.21
5495610,492904,282955,18.08,2024-03-19,2024-03-23,2,3,4,0.71
8195487,176588,210288,40.54,2024-03-29,2024-04-05,2,3,3,3.13
8832294,363028,201742,63.18,2024-01-28,2024-01-29,1,3,4,4.72
2831481,381632,264585,23.94,2025-04-26,2025-05-03,2,5,3,8.25
5457829,547239,222230,19.24,2024-07-26,2024-07-31,2,3,1,6.79
1001914,492904,258465,25.46,2024-11-02,2024-11-09,1,4,7,0.86
7743330,307937,239059,46.17,2024-06-24,2024-06-26,1,5,1,0.43
3718308,307937,253929,74.43,2024-09-29,2024-10-01,1,2,4,6.28
3348604,562958,231609,16.62,2024-01-26,2024-02-01,1,2,6,3.5
5694790,924197,202238,66.66,2024-01-06,2024-01-10,1,1,6,1.64
4098916,328815,263073,30.32,2024-03-16,2024-03-21,1,3,2,1.41
4320036,140937,219426,65.9,2024-05-19,2024-05-21,1,2,3,5.69
1594774,176588,273096,44.45,2024-02-21,2024-02-24,1,1,5,0.99
2081269,492904,222392,29.9,2024-03-12,2024-03-17,2,2,1,9.23
7562066,562958,204226,22.81,2024-03-14,2024-03-21,1,2,3,4.95
9540230,381632,227796,35.32,2024-07-06,2024-07-11,2,3,4,4.73
9234783,307937,264633,59.14,2024-08-24,2024-08-28,1,3,1,3.5
2250378,562958,226686,31.25,2024-07-01,2024-07-03,1,4,6,6.38
2871094,328815,282233,24.77,2024-02-26,2024-03-02,1,5,2,6.99
5759574,176588,219421,42.66,2024-01-02,2024-01-09,2,3,5,1.13
9809638,140937,216309,70.54,2024-04-08,2024-04-14,1,5,5,4.79
1743889,313802,223920,40.71,2024-09-13,2024-09-19,1,3,2,6.31
2191601,547239,268766,26.24,2024-04-10,2024-04-12,1,2,1,8.08
4992226,492904,238061,15.52,2024-01-01,2024-01-07,1,3,2,7.46
8122104,363028,225095,63.41,2024-06-26,2024-06-29,1,3,4,7.86
3941146,140937,231226,61.73,2024-03-19,2024-03-23,1,2,2,2.69
1328591,307937,284446,32.37,2024-02-01,2024-02-07,3,2,7,7.45
4344816,562958,224670,33.13,2024-06-19,2024-06-25,1,2,1,0.56
3947266,140937,273248,47.78,2024-05-20,2024-05-23,2,2,3,7.13
1155856,938521,212547,33.51,2025-02-20,2025-02-24,1,1,2,8.93
1366584,140937,242167,62.54,2024-02-08,2024-02-13,1,5,3,3.51
1315607,140937,276015,66.75,2024-01-18,2024-01-22,2,5,1,9.52
6379887,938521,271195,48.97,2024-06-10,2024-06-11,1,1,7,6.75
6113747,140937,264174,81.7,2024-05-14,2024-05-16,1,1,3,4.7
6491197,140937,233430,55.68,2024-10-03,2024-10-05,1,1,6,2.81
3505797,492904,249881,14.18,2024-09-14,2024-09-15,1,4,6,1.27
4952713,924197,292682,82.94,2024-07-16,2024-07-19,1,1,1,8.33
5961514,381632,201742,16.58,2024-04-03,2024-04-04,1,2,3,1.23
3460557,328815,245724,17.94,2024-07-19,2024-07-24,1,5,6,5.73
1185379,176588,218734,28.78,2024-04-20,2024-04-25,1,4,6,7.7
5740360,140937,262314,59.1,2024-02-01,2024-02-03,1,1,4,4.61
9339387,562958,268766,23.98,2024-04-17,2024-04-22,1,2,6,4.39
2738397,381632,210390,28.23,2024-05-28,2024-05-30,1,1,2,2.29
6147345,360610,200248,56.27,2024-11-19,2024-11-20,1,1,4,1.56
9029358,140937,242517,63.01,2024-10-05,2024-10-06,2,5,2,3.36
8871111,512461,233444,17.28,2024-05-20,2024-05-26,1,4,2,6.53
9600306,176588,227491,26.12,2024-02-27,2024-03-04,1,3,2,1.74
3123324,924197,280306,79.16,2024-11-05,2024-11-06,1,2,7,8.06
6696855,313802,214781,26.32,2024-01-02,2024-01-04,1,2,2,5.31
3656494,307937,272985,33.07,2024-03-01,2024-03-02,1,4,6,4.76
1208657,363028,264336,40.17,2024-08-24,2024-08-25,1,5,7,6.34
8136219,328815,205966,18.02,2024-04-23,2024-04-30,1,2,5,8.57
1262472,328815,236316,23.21,2024-08-30,2024-09-02,1,4,3,7.71
3944103,924197,275495,70.42,2024-09-21,2024-09-22,1,5,3,0.19
6776585,938521,293969,66.75,2024-05-23,2024-05-28,1,1,1,2.74
8737735,313802,218695,29.43,2024-05-10,2024-05-12,3,1,3,0.7
3764483,512461,229159,20.14,2024-02-22,2024-02-25,1,4,2,4.74
4864088,562958,285106,14.85,2024-05-03,2024-05-09,1,5,5,2.87
9448277,562958,250728,18.35,2024-04-26,2024-04-30,1,4,4,3.33
9583175,381632,249315,21.8,2025-01-12,2025-01-14,2,1,7,9.17
2966127,492904,220411,22.71,2024-09-13,2024-09-18,1,2,3,6.52
1699567,547239,281045,19.11,2024-01-31,2024-02-02,2,4,4,8.98
5498390,547239,289474,31.52,2024-02-05,2024-02-11,1,4,6,7.73
1460490,307937,258465,69.75,2024-04-08,2024-04-13,3,2,4,9.2
7232803,176588,222483,41.28,2024-05-04,2024-05-09,1,2,2,4.88
8260603,512461,214081,19.2,2024-06-05,2024-06-09,2,3,7,1.97
4800231,360610,232803,53.47,2024-04-21,2024-04-23,1,4,7,2.49
4090039,176588,240068,31.81,2024-01-27,2024-02-03,1,2,2,5.62
5803600,674253,252866,49.85,2024-02-21,2024-02-25,1,5,3,0.19
2569911,307937,269998,46.81,2024-04-08,2024-04-15,3,2,2,3.91
1342465,512461,292020,18.66,2024-04-17,2024-04-21,3,3,6,9.6
3039723,176588,289428,42.68,2024-01-31,2024-02-02,1,4,1,0.12
9588789,547239,238902,18.38,2024-05-25,2024-05-26,1,2,1,5.22
9935177,381632,267537,20.56,2024-06-12,2024-06-13,1,2,4,8.46
8063359,512461,298879,17.48,2024-04-03,2024-04-09,2,5,1,9.3
7161032,360610,260496,47.62,2024-01-01,2024-01-05,1,2,2,7.47
3039412,381632,229146,20.11,2024-02-03,2024-02-06,2,4,7,3.24
6374874,562958,270183,30.92,2024-02-03,2024-02-07,1,5,1,3.86
8045384,924197,259411,56.28,2024-01-04,2024-01-08,1,2,6,7.85
7010522,140937,258624,74.71,2024-04-04,2024-04-08,1,2,7,5.59
4281562,360610,239202,75.73,2024-09-20,2024-09-27,1,1,1,7.9
6841706,924197,295371,68.63,2024-03-29,2024-04-04,2,5,3,4.47
9495289,140937,220051,68.17,2024-01-18,2024-01-19,2,1,2,8.09
6903775,547239,289603,26.66,2024-08-07,2024-08-13,2,5,1,3.21
2636237,363028,218411,77.78,2024-10-16,2024-10-22,2,1,7,6.83
9785891,313802,290639,37.62,2025-11-21,2025-11-27,1,4,6,9.86
3919603,924197,229146,55.41,2024-04-16,2024-04-17,1,1,3,8.91
3736825,307937,205950,59.01,2024-04-02,2024-04-03,1,5,1,2.69
7927787,381632,276296,32.0,2024-01-03,2024-01-07,1,3,1,0.57
9899521,381632,232030,20.61,2024-06-03,2024-06-09,1,1,3,1.38
5883907,381632,261870,19.19,2024-12-27,2024-12-30,1,2,4,7.0
2080314,363028,274290,84.13,2024-09-12,2024-09-19,1,3,5,5.65
7246022,313802,252866,33.23,2024-04-16,2024-04-23,2,3,6,6.55
8088413,313802,283728,28.76,2024-06-20,2024-06-21,1,3,6,0.41
4652108,924197,204750,67.09,2024-02-10,2024-02-12,1,5,3,9.62
2140411,547239,201111,31.53,2024-05-01,2024-05-03,1,5,7,0.44
3222204,924197,205379,56.67,2024-03-13,2024-03-15,1,5,4,3.35
9917148,307937,280130,59.12,2024-01-10,2024-01-15,1,4,7,1.65
1835567,674253,285888,35.9,2024-02-13,2024-02-17,2,4,2,1.32
5440419,381632,295371,29.76,2024-02-04,2024-02-06,1,2,7,6.78
6659324,328815,243493,18.34,2024-02-26,2024-03-01,1,5,4,4.55
5982589,938521,210786,50.61,2024-03-08,2024-03-10,1,4,3,6.92
4849721,313802,270803,31.55,2025-09-22,2025-09-25,3,5,1,5.99
5555319,924197,231477,59.41,2024-01-25,2024-01-29,1,2,1,0.13
1871163,313802,238566,35.48,2024-01-16,2024-01-18,1,2,1,1.7
5070859,360610,210213,81.43,2024-04-13,2024-04-20,1,3,7,5.68
3643002,547239,211856,20.79,2024-06-14,2024-06-15,3,3,1,0.51
1341874,140937,238994,57.07,2025-04-19,2025-04-23,3,2,1,4.26
3673839,512461,219631,19.21,2024-07-04,2024-07-11,1,2,7,5.5
6211710,547239,228484,28.45,2024-04-09,2024-04-16,2,1,5,3.48
3259092,381632,246501,32.14,2024-03-07,2024-03-14,2,1,1,6.94
9370935,562958,243047,18.83,2024-01-17,2024-01-22,1,4,1,4.7
4265287,924197,295355,73.03,2025-04-18,2025-04-19,1,2,3,1.47
5908212,924197,284126,77.93,2024-01-03,2024-01-04,1,2,1,8.05
9312052,547239,285923,21.09,2024-01-23,2024-01-29,1,4,4,9.68
4084289,360610,208464,64.94,2025-03-02,2025-03-07,1,4,4,8.22
4061383,938521,296022,58.94,2024-12-19,2024-12-26,1,5,2,8.63
7475504,938521,251784,31.98,2024-12-01,2024-12-02,1,2,5,8.13
3637414,512461,273073,13.64,2024-05-16,2024-05-17,1,5,1,2.16
4074294,674253,227260,30.2,2024-02-07,2024-02-14,1,2,4,1.37
8981417,307937,285688,50.05,2024-02-07,2024-02-14,1,5,4,9.03
7466257,547239,242196,16.12,2024-04-06,2024-04-08,1,1,5,2.51
7630651,313802,214571,25.47,2024-02-23,2024-02-25,1,2,3,8.59
4271511,547239,298879,30.53,2024-04-10,2024-04-14,2,2,3,4.32
4337853,938521,238061,44.12,2024-07-06,2024-07-10,1,4,1,9.56
1667273,381632,266292,25.57,2024-06-04,2024-06-08,1,4,2,2.91
7730615,381632,203540,20.65,2024-03-08,2024-03-10,1,5,2,6.91
3222735,512461,218635,26.79,2025-05-01,2025-05-08,1,1,5,5.62
5438663,313802,259565,22.75,2024-01-24,2024-01-28,2,4,1,3.86
